,URL,MEAN_N_SEASONS_X_TEAM,N_TEAMS,N_NBA_CHAMPION,N_POSITIONS,COMMON_POSITION,MEAN_G_2S,MEAN_GS_2S,MEAN_FG%_PER_GAME_2S,MEAN_3P_PER_GAME_2S,MEAN_3P%_PER_GAME_2S,MEAN_FT%_PER_GAME_2S,MEAN_ORB_PER_GAME_2S,MEAN_AST_PER_GAME_2S,MEAN_FTr_2S,MEAN_ORB%_2S,MEAN_DRB%_2S,MEAN_STL%_2S,MEAN_TOV%_2S,MEAN_USG%_2S,MEAN_OWS_2S,MEAN_DBPM_2S,MEAN_OFF_TEAM_RTG_2S,MEAN_DEFF_TEAM_RTG_2S,MEAN_W/L%_TEAM_SGFCT,ALL_STAR,ROY,HALL_OF_FAME,DRAFT_PICK,AGE_ENTRANCE,IS_ACTIVE,N_PLAYOFFS,MEAN_G_PLAYOFF_1stPO,MEAN_GS_PLAYOFF_1stPO,MEAN_FG%_PER_GAME_PLAYOFF_1stPO,MEAN_FT%_PER_GAME_PLAYOFF_1stPO,MEAN_3P%_PER_GAME_PLAYOFF_1stPO,MEAN_FTr_PLAYOFF_1stPO,MEAN_ORB%_PLAYOFF_1stPO,MEAN_DRB%_PLAYOFF_1stPO,MEAN_AST%_PLAYOFF_1stPO,MEAN_STL%_PLAYOFF_1stPO,MEAN_BLK%_PLAYOFF_1stPO,MEAN_TOV%_PLAYOFF_1stPO,MEAN_USG%_PLAYOFF_1stPO,MEAN_OWS_PLAYOFF_1stPO,MEAN_OBPM_PLAYOFF_1stPO,MEAN_DBPM_PLAYOFF_1stPO
253,/players/c/crowdco01.html,1.0,2,0,1,SF,29.0,0.0,0.29200000000000004,0.15,0.2165,0.583,0.2,0.2,0.3805,4.949999999999999,7.8,1.4,11.75,19.85,-0.05,-2.8,111.95,105.5,0.671,0,0,0,-100,23,0,1,4.0,0.0,0.556,0.0,0.0,0.111,10.7,10.2,23.9,4.4,0.0,17.5,43.4,0.0,0.0,-0.5
254,/players/c/crowdja01.html,2.2857142857142856,7,0,3,SF,78.0,12.0,0.4115,0.7,0.3295,0.6990000000000001,0.5,1.0,0.2025,3.5999999999999996,12.9,2.4,11.100000000000001,14.149999999999999,0.7,0.8500000000000001,108.55000000000001,107.6,0.6108181818181818,0,0,0,34,23,1,9,7.0,0.0,0.444,0.0,0.429,0.0,5.3,12.5,3.4,1.3,1.0,14.3,11.7,0.0,-3.0,0.5
255,/players/c/culveja01.html,1.5,2,0,1,SG,48.5,21.0,0.4075,0.7,0.272,0.533,1.05,1.2,0.246,5.9,13.05,1.7000000000000002,12.2,18.7,-0.8,-0.9,108.8,113.6,0.308,0,0,0,6,21,1,1,3.0,0.0,0.3,0.5,0.0,0.2,9.1,25.4,6.6,4.3,0.0,15.5,24.0,-0.1,-12.4,0.8
256,/players/c/cummivo01.html,1.5,2,0,1,PG,70.5,11.0,0.3745,0.7,0.3305,0.716,0.75,3.3499999999999996,0.241,3.1,7.45,2.45,14.55,19.4,0.24999999999999997,-0.65,98.8,107.9,0.2195,0,0,0,26,24,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5,-4.9
257,/players/c/cunnida01.html,1.75,8,0,2,PF,70.5,10.0,0.47850000000000004,0.0,0.0385,0.6859999999999999,1.05,0.4,0.1775,8.15,16.3,1.85,7.65,16.25,0.6,0.05,108.5,103.69999999999999,0.5341,0,0,0,33,23,0,4,5.0,0.0,0.6,0.833,0.0,0.4,14.0,24.5,0.0,6.5,0.0,14.5,23.6,0.1,-0.3,2.9
258,/players/c/curlebi01.html,1.5,6,0,3,PF,32.0,1.0,0.45899999999999996,0.0,0.0,0.7085,1.0,0.45,0.18,9.6,13.5,1.4500000000000002,11.15,12.3,0.1,-0.85,106.44999999999999,110.0,0.38780000000000003,0,0,0,22,23,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.7,-2.2
259,/players/c/curryde01.html,3.2,5,0,1,SG,73.0,4.0,0.442,0.35,0.3145,0.7855000000000001,0.45,1.4,0.1265,4.2,8.65,2.55,11.75,24.8,-0.15,0.19999999999999998,105.44999999999999,104.85,0.47476923076923083,0,0,0,15,23,0,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,-0.1,-26.4,-11.4
260,/players/c/currymi01.html,1.8571428571428572,7,0,3,SG,28.0,0.5,0.3335,0.2,0.1885,0.738,0.3,0.35,0.3355,2.15,5.6,1.45,13.65,15.95,0.30000000000000004,-0.95,104.05000000000001,109.80000000000001,0.5145000000000001,0,0,0,-100,26,0,6,3.0,0.0,0.429,0.0,0.0,0.0,2.9,6.4,3.8,1.3,2.0,0.0,8.1,0.0,-3.5,1.9
261,/players/c/curryse01.html,1.3333333333333333,9,0,2,PG,1.5,0.0,0.1665,0.25,0.5,0.0,0.0,0.0,0.0,0.0,4.4,3.95,0.0,5.15,0.0,3.9,104.6,106.15,0.564,0,0,0,-100,24,1,4,16.0,0.0,0.366,0.818,0.404,0.134,1.6,6.5,5.7,1.8,1.0,7.5,12.5,0.2,-1.6,0.2
262,/players/d/dalemsa01.html,2.1666666666666665,6,0,1,C,58.0,26.5,0.49050000000000005,0.0,0.0,0.5165,1.5499999999999998,0.2,0.3545,13.35,25.1,1.4500000000000002,16.25,16.35,1.4,1.25,100.6,101.1,0.45389999999999997,0,0,0,26,21,0,5,5.0,5.0,0.553,0.4,0.0,0.319,11.0,32.4,1.8,0.6,3.0,14.4,15.8,0.1,-1.8,-0.6
263,/players/d/dampier01.html,3.2,5,0,1,C,77.0,51.5,0.4175,0.0,0.5,0.653,2.3,0.8500000000000001,0.502,10.85,20.200000000000003,0.9,16.15,20.2,0.050000000000000044,0.24999999999999997,100.8,105.2,0.5437272727272727,0,0,0,10,22,0,7,13.0,13.0,0.597,0.393,0.0,0.418,18.1,17.4,3.5,1.2,4.5,13.1,13.1,0.6,0.2,0.0
264,/players/d/daniell01.html,1.2857142857142858,7,0,1,SG,71.0,7.5,0.4095,0.75,0.3425,0.723,0.9,1.65,0.16299999999999998,6.0,8.15,1.4,12.95,21.55,0.35,-0.7,110.0,105.69999999999999,0.4928,0,0,0,-100,26,0,2,8.0,0.0,0.367,0.833,0.143,0.2,14.5,8.9,4.1,2.1,0.0,13.3,22.5,-0.1,-2.7,-2.1
265,/players/d/daniema01.html,2.5,4,0,2,SG,58.0,16.0,0.4655,0.15000000000000002,0.253,0.753,1.35,2.1,0.227,6.85,9.3,2.8,11.15,20.6,1.7000000000000002,0.49999999999999994,111.19999999999999,105.75,0.5704444444444445,0,0,0,-100,23,0,6,5.0,5.0,0.427,0.636,0.143,0.293,4.7,12.3,13.1,2.7,1.2,15.0,21.6,0.1,-0.7,1.1
266,/players/d/danilsa01.html,1.3333333333333333,3,0,1,SG,37.5,30.0,0.443,1.65,0.398,0.7825,0.55,2.15,0.328,2.25,7.05,1.55,15.0,20.4,0.8500000000000001,-0.15,104.6,107.6,0.4635,0,0,0,-100,26,0,1,3.0,0.0,0.5,1.0,0.4,0.167,2.0,0.0,13.8,0.9,0.0,13.4,17.4,0.1,3.1,0.4
267,/players/d/datomlu01.html,2.0,2,0,1,SF,27.5,0.5,0.417,0.55,0.3145,0.9,0.25,0.35,0.056999999999999995,3.8,14.7,0.9,9.45,20.45,0.0,-1.45,105.30000000000001,107.1,0.44333333333333336,0,0,0,-100,27,0,1,3.0,0.0,0.333,0.0,0.0,0.0,0.0,8.0,12.3,0.0,0.0,0.0,19.1,0.0,-8.0,-1.2
268,/players/d/daughbr01.html,8.0,1,0,1,C,79.5,79.0,0.524,0.0,0.0,0.706,1.9,4.0,0.4655,6.15,19.85,0.8500000000000001,17.799999999999997,21.3,2.8,0.3,104.69999999999999,106.2,0.559142857142857,5,0,0,1,22,0,5,5.0,5.0,0.46,0.677,0.0,0.492,5.9,18.7,11.3,0.5,1.9,17.3,20.2,-0.1,-0.1,-0.3
269,/players/d/davisan01.html,3.4,5,0,3,PF,62.5,2.5,0.47650000000000003,0.0,0.0,0.657,2.3499999999999996,0.6499999999999999,0.7104999999999999,12.899999999999999,20.200000000000003,1.15,16.35,16.950000000000003,1.4,0.0,108.69999999999999,104.9,0.5217857142857143,1,0,0,45,26,0,9,16.0,0.0,0.539,0.559,1.0,0.764,11.6,20.0,3.0,1.5,3.5,15.6,16.1,0.5,-0.1,0.9
270,/players/d/davisba01.html,2.4285714285714284,7,0,1,PG,82.0,41.0,0.4235,0.65,0.2675,0.6555,1.1,5.55,0.3525,4.1,9.15,3.0999999999999996,19.45,19.049999999999997,2.0500000000000003,1.2999999999999998,103.05,100.45,0.49091666666666667,2,0,0,3,21,0,7,4.0,0.0,0.435,0.5,0.167,0.174,6.3,6.0,22.0,4.0,0.0,10.8,23.4,0.0,-0.1,0.5
271,/players/d/davisda01.html,3.6,5,0,2,C,73.0,52.5,0.56,0.0,0.0,0.5505,3.0,0.65,0.483,14.2,20.5,1.2,11.75,13.0,2.95,-0.05000000000000002,111.80000000000001,110.0,0.5872857142857143,1,0,0,13,23,0,14,3.0,0.0,0.4,0.0,0.0,0.0,8.6,23.3,4.2,0.0,4.0,9.1,7.3,0.0,-2.3,-0.7
272,/players/d/davisde01.html,1.5,2,0,1,C,49.0,3.0,0.5595,0.0,0.0,0.6115,0.8999999999999999,0.35,0.299,9.15,20.9,0.75,11.3,13.65,1.0,-0.09999999999999998,106.1,109.05,0.268,0,0,0,31,21,0,1,3.0,0.0,0.6,0.5,0.0,0.4,23.5,35.4,0.0,0.0,0.0,0.0,26.8,0.0,3.7,-4.6
273,/players/d/davised01.html,1.5555555555555556,9,0,3,PF,65.5,13.0,0.5445,0.0,0.0,0.6125,2.3,0.75,0.3295,11.25,22.65,1.35,12.5,13.55,2.25,0.0,103.44999999999999,108.7,0.45499999999999996,0,0,0,13,22,1,5,8.0,0.0,0.417,0.75,0.0,0.333,9.5,18.4,0.0,0.0,1.8,12.7,15.3,0.0,-4.5,-2.4
274,/players/d/davisjo02.html,1.0,7,0,1,PF,23.0,3.0,0.389,0.25,0.179,0.9119999999999999,0.5,0.15,0.1765,7.4,18.45,0.6,19.049999999999997,16.35,0.1,-1.5,102.25,105.19999999999999,0.5725,0,0,0,-100,24,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,0.0,0.0,0.0,0.0,12.1,0.0,-14.2,-3.5
275,/players/d/davisri01.html,2.6666666666666665,6,0,3,SG,47.0,2.5,0.454,0.0,0.0835,0.764,0.75,1.3,0.28400000000000003,7.4,9.65,2.8,18.65,21.950000000000003,-0.05000000000000002,-0.1,103.3,101.9,0.37388888888888894,0,0,0,21,20,0,2,4.0,0.0,0.4,0.688,0.4,0.4,2.9,8.0,24.3,0.9,0.0,20.3,22.6,0.0,-0.2,-2.6
276,/players/d/daviste02.html,1.6666666666666667,3,0,1,SG,66.5,4.0,0.442,1.4500000000000002,0.3775,0.841,0.5,1.5,0.128,3.25,15.05,1.75,12.85,20.4,0.65,-0.10000000000000003,112.55,108.75,0.537,0,0,0,-100,23,1,1,6.0,0.0,0.483,1.0,0.421,0.241,2.5,14.4,13.2,0.6,0.0,15.8,20.0,0.1,-0.4,-0.8
277,/players/d/dawkijo01.html,3.0,3,0,1,PG,73.0,37.5,0.46099999999999997,0.25,0.3045,0.8485,0.85,5.5,0.2575,3.35,7.300000000000001,1.9,13.3,21.4,2.6,-1.6,107.05000000000001,111.8,0.4083333333333334,0,0,0,10,24,0,2,3.0,0.0,0.261,0.75,0.0,0.174,1.8,5.0,11.3,1.7,0.0,3.9,18.7,-0.1,-5.3,-4.0
278,/players/d/dayto01.html,2.0,5,0,1,SG,73.5,38.0,0.4235,0.6000000000000001,0.258,0.7075,1.75,1.7000000000000002,0.3755,7.2,10.05,2.2,11.25,23.35,1.05,-1.1,104.35,109.69999999999999,0.37614285714285717,0,0,0,8,23,0,1,9.0,0.0,0.457,0.5,0.313,0.286,6.3,4.3,7.5,2.1,0.7,9.2,19.4,0.1,-1.0,1.0
279,/players/d/declean01.html,3.0,4,0,1,C,46.5,1.0,0.5,0.0,0.0,0.591,1.25,0.45,0.4665,11.85,15.85,1.7000000000000002,12.350000000000001,15.399999999999999,0.55,-0.4,107.80000000000001,111.05000000000001,0.4095714285714286,0,0,0,34,23,0,3,4.0,4.0,0.571,0.5,0.0,0.571,13.0,17.2,2.9,1.9,2.6,10.2,15.9,0.1,-4.3,0.2
280,/players/d/dedmode01.html,1.75,8,0,1,C,17.5,3.0,0.229,0.0,0.0,0.5780000000000001,0.6,0.1,1.193,5.35,12.9,0.45,7.8,13.45,0.05,-1.75,105.2,105.15,0.4635555555555555,0,0,0,-100,25,1,3,12.0,3.0,0.609,0.531,0.0,1.391,24.0,32.3,4.6,1.1,3.1,17.7,20.6,0.2,0.8,-0.5
281,/players/d/deherte01.html,2.0,4,0,3,PG,72.0,17.0,0.392,0.5,0.349,0.7685,0.4,2.0,0.3315,2.85,7.15,1.55,15.05,23.85,-0.35,-2.2,102.2,109.85,0.3316,0,0,0,13,23,0,1,2.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,0.0,50.0,19.3,0.0,-14.2,-9.9
282,/players/d/dekkesa01.html,1.1666666666666667,6,0,1,PF,40.0,1.0,0.2365,0.4,0.1605,0.2795,0.6,0.5,0.0795,3.6,16.55,4.75,4.1,7.45,0.95,2.25,111.5,108.55,0.5427500000000001,0,0,0,18,22,1,1,4.0,0.0,0.25,0.0,0.5,0.0,17.9,17.0,4.8,1.6,2.5,0.0,17.0,0.0,2.3,-2.3
283,/players/d/delanma01.html,2.0,1,0,1,PG,63.5,2.5,0.378,0.65,0.3035,0.805,0.15000000000000002,2.8,0.2815,0.95,9.9,1.6,17.5,17.6,-0.39999999999999997,-0.35,104.95,108.15,0.4085,0,0,0,-100,28,0,1,1.0,0.0,1.0,0.5,1.0,0.667,0.0,37.5,0.0,0.0,0.0,0.0,54.8,0.1,39.0,13.0
284,/players/d/delfica01.html,2.0,4,0,2,SF,49.0,2.5,0.381,0.3,0.29500000000000004,0.6234999999999999,0.4,0.95,0.319,3.9,12.35,2.1,13.5,17.6,-0.15,1.1,108.19999999999999,102.15,0.5255,0,0,0,25,23,0,5,8.0,0.0,0.167,1.0,0.5,0.333,0.0,15.9,9.8,1.8,0.0,46.6,19.6,-0.2,-12.0,-1.7
285,/players/d/delkto01.html,2.0,8,0,3,PG,69.0,5.0,0.42900000000000005,0.7,0.366,0.7795,0.5,1.9000000000000001,0.194,3.4,9.0,2.3,15.4,22.05,0.2,-0.44999999999999996,106.75,107.15,0.47963636363636364,0,0,0,16,23,0,7,3.0,1.0,0.419,0.0,0.385,0.0,7.0,8.7,11.7,1.3,0.0,6.1,18.1,0.1,2.0,-1.8
286,/players/d/delnevi01.html,2.3333333333333335,6,0,2,PG,78.0,15.5,0.4685,0.1,0.3065,0.8605,0.55,2.95,0.22,2.8499999999999996,9.1,1.85,12.9,17.75,1.25,0.1,104.65,110.0,0.5353,0,0,0,29,23,0,7,8.0,0.0,0.447,1.0,0.222,0.105,6.4,12.8,32.5,0.5,0.6,7.0,16.9,0.3,2.3,0.7
287,/players/d/denglu01.html,2.8333333333333335,6,0,2,SF,69.5,50.5,0.4485,0.4,0.267,0.7455,1.55,2.05,0.27,5.9,16.25,1.45,11.5,21.4,1.4000000000000001,0.95,102.7,101.85,0.514,2,0,0,7,20,0,7,6.0,0.0,0.429,0.571,0.2,0.375,5.2,13.4,2.9,1.4,1.9,7.1,17.8,-0.1,-1.6,-0.2
288,/players/d/derozde01.html,4.333333333333333,3,0,3,SG,79.5,73.5,0.48250000000000004,0.1,0.173,0.788,0.9,1.25,0.3635,3.9,10.55,1.4,9.600000000000001,20.65,2.4,-1.4,108.69999999999999,113.05000000000001,0.5245,5,0,0,9,21,1,7,7.0,7.0,0.385,0.899,0.333,0.675,1.3,10.8,17.0,1.5,0.6,10.6,28.3,0.6,2.3,-0.2
289,/players/d/dialde01.html,1.2,5,0,1,SG,20.5,0.0,0.402,0.25,0.225,0.5854999999999999,1.1,0.6,0.181,12.2,13.6,0.8,11.3,25.0,0.0,-1.55,105.8,98.3,0.616,0,0,0,52,25,0,1,2.0,0.0,0.5,0.5,0.0,0.5,25.9,0.0,0.0,0.0,0.0,0.0,27.7,0.0,8.7,-2.4
290,/players/d/diallch01.html,1.6666666666666667,3,0,2,PF,34.5,0.0,0.5269999999999999,0.0,0.0,0.736,1.15,0.30000000000000004,0.3255,10.6,28.15,0.95,9.8,18.95,0.65,-0.8999999999999999,107.4,107.85,0.48433333333333334,0,0,0,33,21,1,1,7.0,0.0,0.417,0.0,0.0,0.0,9.0,10.5,0.0,1.0,1.7,7.7,11.6,0.0,-6.4,-2.2
291,/players/d/diallha01.html,2.0,3,0,3,SG,48.5,3.0,0.4505,0.2,0.22400000000000003,0.6065,0.85,0.55,0.2855,6.4,13.35,1.95,12.149999999999999,17.5,-0.3,0.25,110.55,107.9,0.42425,0,0,0,45,21,1,1,3.0,0.0,0.364,0.571,0.2,0.636,8.7,16.1,6.7,0.0,9.8,12.4,27.7,0.0,0.6,-0.3
292,/players/d/diawaya01.html,2.0,2,0,2,SG,59.0,16.5,0.376,0.6000000000000001,0.303,0.685,0.4,0.8,0.20650000000000002,3.6500000000000004,7.699999999999999,1.0,10.15,12.8,0.15,-0.55,108.8,106.1,0.561,0,0,0,-100,25,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9,-1.0
293,/players/d/dickemi01.html,2.5,2,0,1,SG,66.0,66.0,0.4505,1.45,0.421,0.7344999999999999,0.75,2.2,0.20550000000000002,2.55,5.9,1.45,11.15,20.0,3.25,-1.35,103.85,105.7,0.38933333333333336,0,0,0,14,24,0,1,4.0,4.0,0.273,0.5,0.375,0.182,2.7,2.7,5.8,1.3,2.7,7.8,14.2,-0.1,-4.5,-1.5
294,/players/d/dienetr01.html,1.75,4,0,1,PG,24.5,0.0,0.4225,0.9,0.39949999999999997,0.8165,0.15000000000000002,1.0,0.1375,1.7000000000000002,7.300000000000001,1.1,12.649999999999999,15.85,0.5,-0.55,105.6,105.8,0.45125,0,0,0,38,24,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,1.5,-0.9
295,/players/d/dienggo01.html,2.6,5,0,2,C,66.5,32.0,0.502,0.0,0.5835,0.7085,2.4,1.35,0.4435,12.350000000000001,23.85,1.7000000000000002,16.85,15.9,2.05,0.6,105.9,109.2,0.43233333333333335,0,0,0,21,24,1,2,5.0,0.0,0.333,0.75,0.4,0.222,4.8,22.6,8.1,1.4,6.1,4.8,13.5,0.0,-0.6,1.8
296,/players/d/dinwisp01.html,2.0,5,0,2,PG,23.0,0.5,0.32699999999999996,0.25,0.14250000000000002,0.744,0.2,2.45,0.406,1.75,10.100000000000001,1.6,12.25,20.9,-0.15,-0.19999999999999998,105.69999999999999,105.95,0.4386666666666667,0,0,0,38,22,1,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,25.1,0.0,34.9,10.5
297,/players/d/divacvl01.html,5.333333333333333,3,0,1,C,82.0,43.0,0.532,0.05,0.1785,0.7055,2.25,1.0,0.4155,11.55,22.95,2.3499999999999996,15.350000000000001,18.55,2.65,1.9,113.05,106.0,0.6138461538461539,1,0,1,26,22,0,14,9.0,1.0,0.727,0.895,0.5,0.432,11.3,20.9,8.7,2.3,5.4,19.9,16.4,0.5,3.4,4.3
298,/players/d/doncilu01.html,4.0,1,0,2,PG,66.5,66.5,0.445,2.55,0.3215,0.7355,1.25,7.4,0.4285,4.05,23.45,1.55,14.9,33.65,4.3,0.65,113.05000000000001,111.2,0.548,3,1,0,-100,20,1,3,6.0,6.0,0.5,0.656,0.364,0.5,2.0,28.3,42.7,1.5,1.2,16.6,37.5,0.4,6.9,1.0
299,/players/d/doolike01.html,1.8571428571428572,7,0,2,PG,45.0,0.5,0.39749999999999996,0.35,0.31799999999999995,0.7655,0.05,1.5999999999999999,0.3525,0.4,4.75,1.6,15.700000000000001,20.55,0.35000000000000003,-0.95,103.4,105.25,0.4461818181818181,0,0,0,10,21,0,5,15.0,0.0,0.494,0.81,0.368,0.241,0.5,6.1,16.4,1.2,0.3,12.7,20.0,0.3,-1.0,0.7
300,/players/d/dorsejo01.html,1.5,4,0,2,PF,9.0,0.0,0.475,0.0,0.0,0.2085,0.55,0.2,0.3,8.4,24.299999999999997,0.7,9.6,14.3,0.0,0.05,108.05000000000001,103.9,0.47550000000000003,0,0,0,33,26,0,1,6.0,0.0,0.0,0.5,0.0,1.0,8.1,23.7,19.8,0.0,0.0,25.8,12.5,0.0,-6.2,0.2
301,/players/d/dortlu01.html,3.0,1,0,2,SF,44.0,40.0,0.3905,1.5,0.32,0.768,0.7,1.25,0.25,2.9,8.9,1.6,9.2,17.9,-0.25,-0.25,107.15,111.4,0.4033333333333333,0,0,0,-100,21,1,1,6.0,6.0,0.355,0.533,0.26,0.197,3.1,9.8,5.7,0.5,4.2,15.4,24.0,-0.5,-4.9,0.0
302,/players/d/dosunay01.html,1.0,1,0,1,SG,77.0,40.0,0.52,0.9,0.376,0.679,0.4,3.3,0.146,1.4,9.9,1.4,15.9,14.1,1.7,-0.1,113.2,113.6,0.561,0,0,0,38,22,1,1,5.0,1.0,0.308,1.0,0.231,0.038,4.3,11.4,19.2,0.6,0.0,10.2,15.0,-0.1,-3.9,-1.4
303,/players/d/douglch01.html,1.2,5,0,2,SF,55.5,20.5,0.4525,0.15000000000000002,0.2545,0.835,0.5,1.2999999999999998,0.313,2.8499999999999996,9.05,1.4,13.149999999999999,19.15,0.1,-1.05,104.44999999999999,110.75,0.378,0,0,0,40,22,0,1,4.0,0.0,0.688,0.857,0.5,0.875,3.5,11.2,5.2,0.0,0.0,15.3,17.8,0.3,1.8,1.2
304,/players/d/douglsh01.html,3.2,5,0,1,PG,77.0,69.5,0.499,0.1,0.14500000000000002,0.6865000000000001,1.0,8.05,0.37,3.15,6.05,2.55,18.2,22.85,2.9,-0.3,100.65,108.5,0.40790909090909094,0,0,0,28,24,0,4,6.0,0.0,0.36,0.5,0.0,0.08,1.8,6.0,20.1,0.0,0.0,13.4,20.4,-0.1,-6.0,-4.4
305,/players/d/douglto01.html,1.5,8,0,2,PG,68.5,10.5,0.437,1.5,0.381,0.8015000000000001,0.75,2.5,0.15799999999999997,3.9,8.85,2.15,10.8,19.950000000000003,2.4,-0.7,109.25,110.85,0.4481428571428571,0,0,0,29,24,0,3,4.0,3.0,0.366,1.0,0.389,0.146,1.8,12.6,15.1,0.9,0.0,8.4,18.7,0.1,-1.0,-1.1
306,/players/d/doziepj01.html,1.6666666666666667,3,0,2,SG,4.0,0.0,0.4405,0.15,0.125,0.25,0.5,0.4,0.0475,6.25,30.7,0.95,16.65,30.7,0.05,-1.6500000000000001,111.45,107.5,0.6226666666666666,0,0,0,-100,22,1,1,12.0,0.0,0.424,0.571,0.25,0.424,1.9,15.1,13.9,0.8,1.6,17.0,17.2,-0.1,-3.9,-1.4
307,/players/d/dragigo01.html,3.3333333333333335,6,0,3,PG,67.5,1.5,0.4225,0.65,0.382,0.7525,0.55,2.5,0.307,4.35,10.3,1.85,20.35,20.4,0.85,-0.95,114.44999999999999,110.9,0.515,1,0,0,-100,23,1,6,16.0,0.0,0.43,0.742,0.325,0.31,5.2,9.5,24.9,0.9,0.3,12.3,25.1,0.5,2.8,-1.9
308,/players/d/dreilgr01.html,3.3333333333333335,3,0,1,C,22.0,0.0,0.4515,0.0,0.0,0.7625,0.35,0.3,0.9265,7.3,23.8,1.05,21.049999999999997,19.3,0.0,0.9,106.3,107.0,0.40242857142857147,0,0,0,26,25,0,4,5.0,5.0,0.333,0.667,0.0,0.4,12.8,16.8,0.0,0.0,0.0,14.5,11.4,0.0,-5.6,-3.8
309,/players/d/drewbr01.html,1.5,4,0,1,PG,53.0,2.5,0.3735,0.65,0.34450000000000003,0.9245,0.2,1.9,0.095,1.45,7.0,1.55,16.05,17.25,0.30000000000000004,-0.9,105.1,104.30000000000001,0.43875,0,0,0,16,25,0,2,1.0,0.0,1.0,0.0,0.0,2.0,27.9,55.2,100.0,0.0,0.0,0.0,21.2,0.0,11.7,6.3
310,/players/d/drobnpr01.html,1.3333333333333333,3,0,1,C,73.0,40.5,0.4365,0.2,0.1765,0.772,1.2999999999999998,0.9,0.16099999999999998,7.1,13.399999999999999,1.1,8.75,20.549999999999997,0.8,-1.25,106.30000000000001,104.75,0.38425000000000004,0,0,0,48,27,0,1,3.0,1.0,0.333,0.5,0.0,0.333,8.9,15.9,8.7,1.5,0.0,6.8,18.9,0.0,-0.9,-3.3
311,/players/d/drumman01.html,2.6666666666666665,6,0,1,C,70.5,45.5,0.6154999999999999,0.0,0.25,0.39449999999999996,4.1,0.45,0.446,16.45,27.45,2.25,11.45,16.95,4.300000000000001,0.45,104.85,108.9,0.46854545454545454,2,0,0,9,20,1,4,4.0,4.0,0.519,0.324,0.0,0.63,11.6,21.6,0.0,0.4,4.5,5.5,28.0,0.0,-0.6,-3.0
312,/players/d/duckwke01.html,2.1666666666666665,6,0,1,C,39.5,1.0,0.438,0.0,0.0,0.665,1.05,0.4,0.401,10.55,17.75,1.5,13.15,18.3,-0.05,-0.9,109.7,108.8,0.6028571428571429,2,0,0,33,23,0,7,4.0,0.0,0.5,0.4,0.0,0.417,6.4,10.8,2.6,3.7,1.1,29.7,15.6,-0.1,-8.2,0.4
313,/players/d/dudlech02.html,3.0,6,0,2,C,58.0,1.5,0.4545,0.0,0.0,0.46349999999999997,1.25,0.35,0.5775,16.65,16.2,1.0,16.3,18.4,-0.19999999999999998,-0.95,108.69999999999999,104.45,0.5211,0,0,0,75,23,0,12,4.0,0.0,0.5,0.5,0.0,0.5,20.1,8.8,11.1,0.0,0.0,17.0,10.9,0.0,0.1,-1.0
314,/players/d/duhonch01.html,2.25,4,0,1,PG,78.0,55.5,0.376,1.25,0.3575,0.7745,0.35,4.95,0.2015,1.35,9.95,1.85,17.5,14.05,1.75,1.2000000000000002,102.7,101.85,0.4825714285714286,0,0,0,38,23,0,6,6.0,5.0,0.297,0.818,0.273,0.297,3.8,14.0,19.7,0.6,0.0,22.3,14.3,-0.1,-3.6,-1.3
315,/players/d/dumasri02.html,1.5,2,0,2,SF,31.5,16.5,0.5155000000000001,0.0,0.1665,0.6034999999999999,1.65,0.9,0.296,10.5,8.85,3.05,11.1,23.450000000000003,1.1,-0.04999999999999999,113.9,108.55000000000001,0.488,0,0,0,46,24,0,2,23.0,20.0,0.525,0.755,0.0,0.24,8.6,6.5,8.3,2.2,1.7,10.7,22.6,0.7,1.2,0.1
316,/players/d/dunlemi02.html,2.7142857142857144,7,0,4,SF,78.5,36.0,0.42600000000000005,0.95,0.3585,0.7605,1.0,2.1,0.2485,4.800000000000001,14.55,1.85,15.399999999999999,18.200000000000003,2.05,-0.1,105.65,106.65,0.45075,0,0,0,3,23,0,5,5.0,0.0,0.35,0.667,0.3,0.6,0.0,10.0,19.0,3.0,0.0,3.8,16.5,0.1,2.6,1.6
317,/players/d/dunnkr01.html,1.5,4,0,1,PG,65.0,25.0,0.403,0.55,0.3045,0.6735,0.4,4.2,0.1795,1.85,13.5,3.15,19.05,19.45,-1.1,1.4500000000000002,107.3,111.45,0.32825000000000004,0,0,0,5,23,1,1,5.0,0.0,0.2,1.0,0.0,0.8,0.0,16.4,19.4,3.0,5.2,37.2,14.4,-0.1,-6.7,4.9
