,HS_PARADE_AA,CONSENSUS_AA,SEC_POY,ALL-SEC,SEC_ALL-FRESHMAN,COLLEGE_URL,PAC-10_POY,ALL-PAC-12,PAC-12_ALL-FRESHMAN,PAC-10_ROY,ALL-BIG_EAST,BIG_EAST_ALL-FRESHMAN,2017_ALL-SEC_TOURNEY,NCAA_ALL-REGION,ALL-BIG_12,2006_ALL-BIG_12_TOURNEY,BIG_12_ALL-DEFENSE,BIG_12_DPOY,WAC_POY,ACC_ALL-FRESHMAN,BIG_12_ALL-FRESHMAN,BIG_EAST_POY,ALL-BIG_EAST_TOURNEY,BIG_12_POY,2004_ALL-BIG_12_TOURNEY,BIG_12_TOURNEY_MVP,NCAA_CHAMPION,ALL-ACC,1990_ALL-ACC_TOURNEY,ACC_ROY,2007_ALL-PAC-12_TOURNEY,NCAA_ALL-TOURNEY,NCAA_TOURNEY_MOP,2003_ALL-BIG_EAST_TOURNEY,BIG_EAST_ROY,BIG_WEST_POY,2008_ALL-BIG_12_TOURNEY,2009_ALL-PAC-12_TOURNEY,PAC-12_POY,2018_ALL-PAC-12_TOURNEY,PAC-12_ALL-DEFENSE,PAC-12_ROY,PAC-12_TOURNEY_MVP,ACC_POY,2018_ALL-ACC_TOURNEY,NAC_POY,CAA_POY,ALL-ACC_TOURNEY,2021_ALL-AAC_TOURNEY,ACC_6MOY,1989_ALL-BIG_EAST_TOURNEY,AP_POY,WOODEN_AWARD,NAISMITH_AWARD,RUPP_TROPHY,ACC_ALL-DEFENSE,ACC_TOURNEY_MVP,2012_ALL-SEC_TOURNEY,BIG_12_ROY,PAC-12_DPOY,SEC_ROY,2010_ALL-SEC_TOURNEY,MWC_POY,SEC_6MOY,1997_ALL-ACC_TOURNEY,2016_ALL-PAC-12_TOURNEY,1984_ALL-ACC_TOURNEY,1999_ALL-ACC_TOURNEY,ALL-SEC_TOURNEY,SEC_DPOY,2018_ALL-BIG_EAST_TOURNEY,BIG_EAST_DPOY,BIG_EAST_TOURNEY_MVP,ACC_DPOY,1987_ALL-ACC_TOURNEY,BIG_TEN_ALL-DEFENSE,BIG_TEN_ALL-FRESHMAN,ALL-PAC-12_TOURNEY,BIG_TEN_POY,ALL-BIG_TEN,BIG_TEN_ROY,2002_ALL-BIG_EAST_TOURNEY,ALL-CAA,CAA_ALL-DEFENSE,A-10_POY,1998_ALL-ACC_TOURNEY,BIG_EAST_MIP,SEC_ALL-DEFENSE,2015_ALL-SEC_TOURNEY,SEC_TOURNEY_MVP,ALL-BIG_12_TOURNEY,1988_ALL-SEC_TOURNEY,1991_ALL-ACC_TOURNEY,2004_ALL-PAC-12_TOURNEY,WCC_POY,OVC_POY,ALL-WCC,2019_ALL-WCC_TOURNEY,WCC_DPOY,WCC_ROY,AEC_POY,HORIZON_POY,1990_ALL-BIG_EAST_TOURNEY,ACC_MIP,2008_ALL-PAC-12_TOURNEY,2007_ALL-BIG_TEN_TOURNEY,2013_ALL-BIG_EAST_TOURNEY,2015_ALL-ACC_TOURNEY,2021_ALL-BIG_12_TOURNEY,METRO_POY,SOUTHERN_POY,MAC_POY,1985_ALL-ACC_TOURNEY,2006_ALL-SEC_TOURNEY,2004_ALL-ACC_TOURNEY,BIG_EAST_6MOY,2012_ALL-BIG_EAST_TOURNEY,2021_ALL-BIG_TEN_TOURNEY,BIG_TEN_TOURNEY_MVP,2006_ALL-ACC_TOURNEY,SOUTHLAND_POY,2007_ALL-BIG_12_TOURNEY,2006_ALL-PAC-12_TOURNEY,2010_ALL-ACC_TOURNEY,SUN_BELT_POY,2000_ALL-BIG_12_TOURNEY,2009_ALL-BIG_EAST_TOURNEY,2002_ALL-BIG_12_TOURNEY,2005_ALL-PAC-12_TOURNEY,PAC-10_DPOY,2018_ALL-SEC_TOURNEY,PCAA_POY,MW_COLL_POY,2012_ALL-BIG_TEN_TOURNEY,BIG_TEN_6MOY,2007_ALL-BIG_EAST_TOURNEY,2001_ALL-BIG_EAST_TOURNEY,GMWC_POY,ALL-PAC-10,2009_ALL-PAC-10_TOURNEY,PAC-10_ALL-FRESHMAN,1996_ALL-ACC_TOURNEY,2014_ALL-AAC_TOURNEY,AAC_MIP,2004_ALL-BIG_TEN_TOURNEY,MVC_POY,2001_ALL-ACC_TOURNEY,2005_ALL-BIG_TEN_TOURNEY,2007_ALL-SEC_TOURNEY,1991_ALL-SEC_TOURNEY,2003_ALL-ACC_TOURNEY,SWAC_POY,ALL-A-10,2021_ALL-A-10_TOURNEY,A-10_ALL-FRESHMAN,BIG_TEN_DPOY,1986_ALL-BIG_EAST_TOURNEY,2021_ALL-SEC_TOURNEY,1988_ALL-PAC-12_TOURNEY,BIG_8_POY,2011_ALL-SEC_TOURNEY,1996_ALL-BIG_EAST_TOURNEY,2005_ALL-SEC_TOURNEY,ECACN_POY,BIG_SKY_POY,1998_ALL-BIG_12_TOURNEY,IVY_POY,2017_ALL-PAC-12_TOURNEY,1994_ALL-BIG_EAST_TOURNEY,CUSA_POY,1989_ALL-ACC_TOURNEY,SWC_POY,PATRIOT_POY,1995_ALL-SEC_TOURNEY,1997_ALL-SEC_TOURNEY,ALL-MWC,ALL-MWC_TOURNEY,MWC_TOURNEY_MVP,1998_ALL-BIG_TEN_TOURNEY,1985_NIT_MVP,1987_ALL-PAC-12_TOURNEY,2021_ALL-PAC-12_TOURNEY,1998_ALL-SEC_TOURNEY,2010_ALL-BIG_EAST_TOURNEY,ALL-OVC,2019_ALL-OVC_TOURNEY,OVC_TOURNEY_MVP,2011_ALL-BIG_12_TOURNEY,2016_ALL-SEC_TOURNEY,1991_ALL-BIG_EAST_TOURNEY,2019_ALL-BIG_EAST_TOURNEY,2000_ALL-BIG_TEN_TOURNEY,2009_ALL-BIG_12_TOURNEY,2001_ALL-SEC_TOURNEY,2014_ALL-SEC_TOURNEY,1999_ALL-BIG_TEN_TOURNEY,2012_ALL-PAC-12_TOURNEY,ECACS_POY,TAAC_POY,1992_ALL-ACC_TOURNEY,2018_ALL-AAC_TOURNEY,MAAC_POY,2013_ALL-BIG_12_TOURNEY,1995_ALL-ACC_TOURNEY,ECACM_POY,MEAC_POY,2017_ALL-ACC_TOURNEY,1997_ALL-BIG_EAST_TOURNEY,2011_ALL-PAC-12_TOURNEY,2007_ALL-ACC_TOURNEY,2019_ALL-PAC-12_TOURNEY,1997_ALL-BIG_12_TOURNEY,PAC-10_MIP,2011_ALL-BIG_EAST_TOURNEY,2002_ALL-PAC-12_TOURNEY,2019_ALL-ACC_TOURNEY,2014_ALL-BIG_12_TOURNEY,1989_NIT_MVP,1988_ALL-ACC_TOURNEY,1998_ALL-BIG_EAST_TOURNEY,1993_ALL-ACC_TOURNEY,2013_ALL-BIG_TEN_TOURNEY
29,,1,,,,/players/deandre-ayton-1.html,,2017-18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-18,1.0,1.0,2017-18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,1,,,,/players/marvin-bagleyiii-1.html,,,,,,,,1,,,,,,1.0,,,,,,,,2017-18,,2017-18,,,,,,,,,,,,,,2017-18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,/players/vin-baker-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,1,,,,/players/lonzo-ball-1.html,,2016-17,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,/players/desmond-bane-1.html,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,/players/jose-barea-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1.0,,,,,/players/harrison-barnes-1.html,,,,,,,,1,,,,,,1.0,,,,,,,,2,,2010-11,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,/players/matt-barnes-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,/players/scottie-barnes-1.html,,,,,,,,,,,,,,1.0,,,,,,,,2020-21,,2020-21,,,,,,,,,,,,,,,,,,,1.0,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,/players/dana-barros-1.html,,,,,3,1.0,,,,,,,,,,,,,,,,,,,,,,,1985-86,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,/players/brent-barry-1.html,,1994-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.0,2,,,,/players/shane-battier-1.html,,,,,,,,2,,,,,,1.0,,,,,,,1.0,3,,,,1.0,1.0,,,,,,,,,,,2000-01,,,,3,,,,2000-01,1.0,1.0,1.0,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,/players/aron-baynes-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1.0,,,2011-12,1.0,/players/bradley-beal-1.html,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1.0,1,,,,/players/michael-beasley-1.html,,,,,,,,,2007-08,,,,,,1.0,,,2007-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,/players/william-bedford-1.html,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,/players/jordan-bell-1.html,,2016-17,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,/players/raja-bell-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,1.0,/players/patrick-beverley-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,/players/saddiq-bey-1.html,,,,,2019-20,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1.0,1,,,,/players/mike-bibby-1.html,1997-98,1997-98,1.0,1996-97,,,,2,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1.0,1,,,,/players/chauncey-billups-1.html,,,,,,,,,1996-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,1,,,,/players/dejuan-blair-1.html,,,,,2008-09,1.0,,1,,,,,,,,2008-09,,,,,,,,,,,,,2007-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,1,,,,/players/mookie-blaylock-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,1.0,/players/eric-bledsoe-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,1,,,,/players/andrew-bogut-1.html,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05,1.0,1.0,,,,,,,,,2004-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1.0,,,3,,/players/matt-bonner-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,1.0,/players/devin-booker-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1.0,,,,,/players/keith-booth-1.html,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1.0,,,,,/players/carlos-boozer-1.html,,,,,,,,,,,,,,1.0,,,,,,,1.0,2001-02,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1.0,,,,,/players/chris-bosh-1.html,,,,,,,,,,,,,,1.0,,,,,,,,2002-03,,2002-03,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,/players/chris-boucher-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,/players/bruce-bowen-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1.0,,,,,/players/avery-bradley-1.html,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1.0,,,,,/players/shawn-bradley-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1.0,,,,,/players/adrian-branch-1.html,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1.0,1,,,,/players/elton-brand-1.html,,,,,,,,1,,,,,,,,,,,,,,1998-99,,,,1.0,,,,,,,,,,,,1998-99,,,,,,,,1998-99,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,/players/terrell-brandon-1.html,1990-91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,/players/tim-breaux-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,/players/jr-bremer-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1.0,,,2006-07,1.0,/players/corey-brewer-1.html,,,,,,,,,,,,,,,,,,,,,2,,,,,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2005-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.0,,,2006-07,1.0,/players/corey-brewer-1.html,,,,,,,,,,,,,,,,,,,,,2,,,,,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2005-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
